iter	Logloss	F1	CrossEntropy
206	0.03456137973	0.9976359338	0.03456137973
207	0.03434465287	0.9976359338	0.03434465287
208	0.0340544833	0.9976359338	0.0340544833
209	0.03386826395	0.9976359338	0.03386826395
210	0.03367240455	0.9976359338	0.03367240455
211	0.03340913351	0.9976359338	0.03340913351
212	0.03331848441	0.9976359338	0.03331848441
213	0.03325633247	0.9976359338	0.03325633247
214	0.03313511159	0.9976359338	0.03313511159
215	0.03293521996	0.9976359338	0.03293521996
216	0.03280790927	0.9976359338	0.03280790927
217	0.03250601924	0.9976359338	0.03250601924
218	0.03205848284	0.9976359338	0.03205848284
219	0.0316671481	0.9976359338	0.0316671481
220	0.03142059389	0.9976359338	0.03142059389
221	0.03134410996	0.9976359338	0.03134410996
222	0.03110097726	0.9976359338	0.03110097726
223	0.03076529053	0.9976359338	0.03076529053
224	0.03051269813	0.9976359338	0.03051269813
225	0.03035735327	0.9976359338	0.03035735327
226	0.0299959088	0.9976359338	0.0299959088
227	0.02975458723	0.9976359338	0.02975458723
228	0.0295090748	0.9976359338	0.0295090748
229	0.02927358323	0.9976359338	0.02927358323
230	0.02895573435	0.9976359338	0.02895573435
231	0.02871777459	0.9976359338	0.02871777459
232	0.02844308637	0.9976359338	0.02844308637
233	0.02827661205	0.9976359338	0.02827661205
234	0.02817568948	0.9976359338	0.02817568948
235	0.02799529596	0.9976359338	0.02799529596
236	0.02790308443	0.9976359338	0.02790308443
237	0.02752480867	0.9976359338	0.02752480867
238	0.02723770914	0.9976359338	0.02723770914
239	0.02710332107	0.9976359338	0.02710332107
240	0.02688442039	0.9976359338	0.02688442039
241	0.02660476666	0.9976359338	0.02660476666
242	0.02636138776	0.9976359338	0.02636138776
243	0.02610299654	0.9976359338	0.02610299654
244	0.02583724319	0.9976359338	0.02583724319
245	0.02568523088	0.9976359338	0.02568523088
246	0.02546078817	0.9976359338	0.02546078817
247	0.02526955713	0.9976359338	0.02526955713
248	0.02495260711	0.9976359338	0.02495260711
249	0.02473592023	0.9976359338	0.02473592023
250	0.02463783365	0.9976359338	0.02463783365
251	0.02440182999	0.9976359338	0.02440182999
252	0.02429702638	0.9976359338	0.02429702638
253	0.02411459035	0.9976359338	0.02411459035
254	0.02403360972	0.9976359338	0.02403360972
255	0.02378120884	0.9976359338	0.02378120884
256	0.02361955185	0.9976359338	0.02361955185
257	0.02345448475	0.9976359338	0.02345448475
258	0.02322324993	0.9976359338	0.02322324993
259	0.02301302944	0.9976359338	0.02301302944
260	0.02283411583	0.9976359338	0.02283411583
261	0.02266944455	0.9976359338	0.02266944455
262	0.0224703409	0.9976359338	0.0224703409
263	0.022299696	0.9976359338	0.022299696
264	0.02212208272	0.9976359338	0.02212208272
265	0.02190404153	0.9976359338	0.02190404153
266	0.02174206788	0.9976359338	0.02174206788
267	0.02148131314	0.9976359338	0.02148131314
268	0.02139513276	0.9976359338	0.02139513276
269	0.02124410794	0.9976359338	0.02124410794
270	0.02109070131	0.9976359338	0.02109070131
271	0.02086300708	0.9976359338	0.02086300708
272	0.0206850791	0.9976359338	0.0206850791
273	0.02062096512	0.9976359338	0.02062096512
274	0.02047435354	0.9976359338	0.02047435354
275	0.0203246304	0.9976359338	0.0203246304
276	0.02018354741	0.9976359338	0.02018354741
277	0.0200675896	0.9976359338	0.0200675896
278	0.01994893868	0.9976359338	0.01994893868
279	0.01972703358	0.9976359338	0.01972703358
280	0.01965143196	0.9976359338	0.01965143196
281	0.01952989944	0.9976359338	0.01952989944
282	0.01940049992	0.9976359338	0.01940049992
283	0.01922791279	0.9976359338	0.01922791279
284	0.01910715852	0.9976359338	0.01910715852
285	0.01896425692	0.9976359338	0.01896425692
286	0.01881617304	0.9976359338	0.01881617304
287	0.0186242102	0.9976359338	0.0186242102
288	0.01848510503	0.9976359338	0.01848510503
289	0.01831974475	0.9976359338	0.01831974475
290	0.01824374988	0.9976359338	0.01824374988
291	0.01811096336	0.9976359338	0.01811096336
292	0.01802396723	0.9976359338	0.01802396723
293	0.01799674185	0.9976359338	0.01799674185
294	0.01787550918	0.9976359338	0.01787550918
295	0.01780606256	0.9976359338	0.01780606256
296	0.01768229897	0.9976359338	0.01768229897
297	0.01755460861	0.9976359338	0.01755460861
298	0.01752952021	0.9976359338	0.01752952021
299	0.01748708473	0.9976359338	0.01748708473
300	0.01738802642	0.9976359338	0.01738802642
301	0.01734695293	0.9976359338	0.01734695293
302	0.01724793386	0.9976359338	0.01724793386
303	0.01713556866	0.9976359338	0.01713556866
304	0.01708410643	0.9976359338	0.01708410643
305	0.01694453435	0.9976359338	0.01694453435
306	0.01683104984	0.9976359338	0.01683104984
307	0.01673759174	0.9976359338	0.01673759174
308	0.01657934481	1	0.01657934481
309	0.01647819	1	0.01647819
310	0.01638294525	1	0.01638294525
311	0.0162286758	1	0.0162286758
312	0.01614520792	1	0.01614520792
313	0.01607433378	1	0.01607433378
314	0.01601304659	1	0.01601304659
315	0.01592793229	1	0.01592793229
316	0.01578069135	1	0.01578069135
317	0.01565149393	1	0.01565149393
318	0.01556893171	1	0.01556893171
319	0.01547355347	1	0.01547355347
320	0.01538820254	1	0.01538820254
321	0.01530823655	1	0.01530823655
322	0.01523214021	1	0.01523214021
323	0.01518403668	1	0.01518403668
324	0.01510839593	1	0.01510839593
325	0.01503825362	1	0.01503825362
326	0.01499272589	1	0.01499272589
327	0.01493850445	1	0.01493850445
328	0.01486815196	1	0.01486815196
329	0.0147444446	1	0.0147444446
330	0.01470178189	1	0.01470178189
331	0.01463700175	1	0.01463700175
332	0.01458617211	1	0.01458617211
333	0.0145461494	1	0.0145461494
334	0.01440707932	1	0.01440707932
335	0.01436851211	1	0.01436851211
336	0.01425184654	1	0.01425184654
337	0.0142066929	1	0.0142066929
338	0.01408393816	1	0.01408393816
339	0.01402286464	1	0.01402286464
340	0.01394111799	1	0.01394111799
341	0.01387010128	1	0.01387010128
342	0.01383002774	1	0.01383002774
343	0.01376310567	1	0.01376310567
344	0.01373499426	1	0.01373499426
345	0.01367113069	1	0.01367113069
346	0.01361013308	1	0.01361013308
347	0.01354828509	1	0.01354828509
348	0.01350807047	1	0.01350807047
349	0.01340695138	1	0.01340695138
350	0.01329942757	1	0.01329942757
351	0.01323667559	1	0.01323667559
352	0.01313352244	1	0.01313352244
353	0.01303597344	1	0.01303597344
354	0.01297861523	1	0.01297861523
355	0.01293346605	1	0.01293346605
356	0.01288054304	1	0.01288054304
357	0.01283002216	1	0.01283002216
358	0.01278529691	1	0.01278529691
359	0.01274679211	1	0.01274679211
360	0.01271280584	1	0.01271280584
361	0.01267407816	1	0.01267407816
362	0.01264250847	1	0.01264250847
363	0.0126110615	1	0.0126110615
364	0.01254105759	1	0.01254105759
365	0.01242965343	1	0.01242965343
366	0.01240043603	1	0.01240043603
367	0.01237632293	1	0.01237632293
368	0.01229408542	1	0.01229408542
369	0.01226593928	1	0.01226593928
370	0.01221771402	1	0.01221771402
371	0.01217162682	1	0.01217162682
372	0.01213540075	1	0.01213540075
373	0.01205794578	1	0.01205794578
374	0.01202455399	1	0.01202455399
375	0.01194360815	1	0.01194360815
376	0.01191665922	1	0.01191665922
377	0.01181714704	1	0.01181714704
378	0.01175045551	1	0.01175045551
379	0.01165489968	1	0.01165489968
380	0.01164080238	1	0.01164080238
381	0.01154830675	1	0.01154830675
382	0.01147314859	1	0.01147314859
383	0.01140217169	1	0.01140217169
384	0.01127360155	1	0.01127360155
385	0.01120721109	1	0.01120721109
386	0.01113052292	1	0.01113052292
387	0.01110636551	1	0.01110636551
388	0.01106633683	1	0.01106633683
389	0.01100266689	1	0.01100266689
390	0.01097861039	1	0.01097861039
391	0.01092688679	1	0.01092688679
392	0.01088993439	1	0.01088993439
