Year,Month,Product Name,Country Name,Month number,Value,Feature,Unit
2010,January,SABLEFISH FRESH,UNITED ARAB EMIRATES,1,2297,EXP Quantity,kg
2010,January,SABLEFISH FRESH,JAPAN,1,16025,EXP Quantity,kg
2010,January,SABLEFISH FRESH,JAPAN,1,63437,EXP Quantity,kg
2010,January,MONKFISH FRESH,CANADA,1,579,EXP Quantity,kg
2010,January,MONKFISH FRESH,CANADA,1,7975,EXP Quantity,kg
2010,January,MONKFISH FRESH,NETHERLANDS,1,389,EXP Quantity,kg
2010,January,MONKFISH FRESH,FRANCE,1,2193,EXP Quantity,kg
2010,January,MONKFISH FRESH,FRANCE,1,1290,EXP Quantity,kg
2010,January,MONKFISH FRESH,FRANCE,1,4170,EXP Quantity,kg
2010,January,MONKFISH FRESH,SPAIN,1,535,EXP Quantity,kg
2010,January,MONKFISH FRESH,PORTUGAL,1,1295,EXP Quantity,kg
2010,January,MONKFISH FRESH,ITALY,1,6026,EXP Quantity,kg
2010,January,MONKFISH FRESH,ITALY,1,2430,EXP Quantity,kg
2010,January,MONKFISH FRESH,ITALY,1,2364,EXP Quantity,kg
2010,January,MONKFISH FRESH,SOUTH KOREA,1,14740,EXP Quantity,kg
2010,January,MONKFISH FRESH,SOUTH KOREA,1,69400,EXP Quantity,kg
2010,January,MONKFISH FRESH,JAPAN,1,1125,EXP Quantity,kg
2010,January,WHITEFISH FRESH,CANADA,1,8696,IMP Quantity,kg
2010,January,WHITEFISH FRESH,CANADA,1,36331,IMP Quantity,kg
2010,January,WHITEFISH FRESH,CANADA,1,134532,IMP Quantity,kg
2010,January,SABLEFISH FRESH,CANADA,1,1100,IMP Quantity,kg
2010,January,SABLEFISH FRESH,CANADA,1,4981,IMP Quantity,kg
2010,January,MONKFISH FRESH,CANADA,1,5715,IMP Quantity,kg
2010,January,WHITEFISH FROZEN,CANADA,1,12428,IMP Quantity,kg
2010,January,WHITEFISH FROZEN,CANADA,1,25206,IMP Quantity,kg
2010,January,WHITEFISH FROZEN,CANADA,1,544,IMP Quantity,kg
2010,January,WHITEFISH FROZEN,BANGLADESH,1,7790,IMP Quantity,kg
2010,January,WHITEFISH FROZEN,SOUTH KOREA,1,1000,IMP Quantity,kg
2010,January,MONKFISH FROZEN,NETHERLANDS,1,9896,EXP Quantity,kg
2010,January,MONKFISH FROZEN,BELGIUM,1,5000,EXP Quantity,kg
2010,January,MONKFISH FROZEN,FRANCE,1,23697,EXP Quantity,kg
2010,January,MONKFISH FROZEN,CHINA,1,2355,IMP Quantity,kg
2010,January,MONKFISH FROZEN,SOUTH KOREA,1,127720,EXP Quantity,kg
2010,January,MONKFISH FROZEN,JAPAN,1,170,EXP Quantity,kg
2010,January,BUTTERFISH FROZEN,GUYANA,1,2232,IMP Quantity,kg
2010,January,BUTTERFISH FROZEN,SURINAME,1,1225,IMP Quantity,kg
2010,January,BUTTERFISH FROZEN,ECUADOR,1,21305,IMP Quantity,kg
2010,January,BUTTERFISH FROZEN,ECUADOR,1,2268,IMP Quantity,kg
2010,January,SABLEFISH FROZEN,CANADA,1,3402,IMP Quantity,kg
2010,January,SABLEFISH FROZEN,CHINA - HONG KONG,1,8165,EXP Quantity,kg
2010,January,SABLEFISH FROZEN,TAIWAN,1,805,IMP Quantity,kg
2010,January,SABLEFISH FROZEN,JAPAN,1,18000,EXP Quantity,kg
2010,January,SABLEFISH FROZEN,JAPAN,1,45391,EXP Quantity,kg
2010,January,SABLEFISH FROZEN,JAPAN,1,16158,EXP Quantity,kg
2010,January,SCORPIONFISH (SCORPAENIDAE) FROZEN,MEXICO,1,14505,EXP Quantity,kg
2010,January,SCORPIONFISH (SCORPAENIDAE) FROZEN,MEXICO,1,20758,EXP Quantity,kg
2010,January,WHITEFISH FILLET FRESH,CANADA,1,39959,IMP Quantity,kg
2010,January,WHITEFISH FILLET FRESH,CANADA,1,28903,IMP Quantity,kg
2010,January,WOLFFISH FILLET BLOCKS FROZEN > 4.5KG,CHINA,1,20430,IMP Quantity,kg
2010,January,WOLFFISH FILLET FROZEN,ICELAND,1,1361,IMP Quantity,kg
2010,January,WOLFFISH FILLET FROZEN,CHINA,1,18371,IMP Quantity,kg
2010,January,CRAWFISH FRESHWATER FROZEN,SPAIN,1,37013,IMP Quantity,kg
2010,January,CRAWFISH FRESHWATER FROZEN,CHINA,1,9688,IMP Quantity,kg
2010,January,CRAWFISH FRESHWATER PEELED,CHINA,1,38483,IMP Quantity,kg
2010,January,CRAWFISH FRESHWATER PEELED,CHINA,1,92179,IMP Quantity,kg
2010,January,CRAWFISH FRESHWATER PEELED,CHINA,1,82604,IMP Quantity,kg
2010,January,CRAWFISH FRESHWATER PEELED,JAPAN,1,3892,IMP Quantity,kg
2010,January,CRAWFISH FRESHWATER PEELED,JAPAN,1,520,IMP Quantity,kg
2010,January,CRAWFISH FRESHWATER PEELED,JAPAN,1,1828,IMP Quantity,kg
2010,February,SABLEFISH SCALED WHETHER OR NOT DRESS FRESH NOT > 6.8KG,CANADA,2,612,IMP Quantity,kg
2010,February,SABLEFISH FRESH,MEXICO,2,27216,EXP Quantity,kg
2010,February,SABLEFISH FRESH,JAPAN,2,19000,EXP Quantity,kg
2010,February,MONKFISH FRESH,CANADA,2,981,EXP Quantity,kg
2010,February,MONKFISH FRESH,CANADA,2,5056,EXP Quantity,kg
2010,February,MONKFISH FRESH,FRANCE,2,558,EXP Quantity,kg
2010,February,MONKFISH FRESH,FRANCE,2,6151,EXP Quantity,kg
2010,February,MONKFISH FRESH,FRANCE,2,1368,EXP Quantity,kg
2010,February,MONKFISH FRESH,ITALY,2,1338,EXP Quantity,kg
2010,February,MONKFISH FRESH,ITALY,2,1782,EXP Quantity,kg
2010,February,MONKFISH FRESH,ITALY,2,675,EXP Quantity,kg
2010,February,MONKFISH FRESH,SOUTH KOREA,2,7420,EXP Quantity,kg
2010,February,MONKFISH FRESH,JAPAN,2,2360,EXP Quantity,kg
2010,February,WHITEFISH FRESH,CANADA,2,6377,IMP Quantity,kg
2010,February,WHITEFISH FRESH,CANADA,2,99881,IMP Quantity,kg
2010,February,WHITEFISH FRESH,CANADA,2,109602,IMP Quantity,kg
2010,February,WHITEFISH FRESH,MEXICO,2,8030,IMP Quantity,kg
2010,February,SABLEFISH FRESH,CANADA,2,771,IMP Quantity,kg
2010,February,SABLEFISH FRESH,CANADA,2,2761,IMP Quantity,kg
2010,February,MONKFISH FRESH,CANADA,2,15721,IMP Quantity,kg
2010,February,WHITEFISH FROZEN,CANADA,2,5443,IMP Quantity,kg
2010,February,WHITEFISH FROZEN,CANADA,2,28987,IMP Quantity,kg
2010,February,WHITEFISH FROZEN,CHINA,2,405,IMP Quantity,kg
2010,February,MONKFISH FROZEN,CANADA,2,11020,IMP Quantity,kg
2010,February,MONKFISH FROZEN,BELGIUM,2,10663,EXP Quantity,kg
2010,February,MONKFISH FROZEN,BELGIUM,2,9000,EXP Quantity,kg
2010,February,MONKFISH FROZEN,FRANCE,2,23100,EXP Quantity,kg
2010,February,MONKFISH FROZEN,CHINA,2,18960,IMP Quantity,kg
2010,February,MONKFISH FROZEN,CHINA,2,1116,IMP Quantity,kg
2010,February,MONKFISH FROZEN,SOUTH KOREA,2,96476,EXP Quantity,kg
2010,February,MONKFISH FROZEN,SOUTH KOREA,2,2000,IMP Quantity,kg
2010,February,BUTTERFISH FROZEN,GUYANA,2,8170,IMP Quantity,kg
2010,February,BUTTERFISH FROZEN,ECUADOR,2,5321,IMP Quantity,kg
2010,February,BUTTERFISH FROZEN,CHINA,2,18167,IMP Quantity,kg
2010,February,SABLEFISH FROZEN,CANADA,2,3571,EXP Quantity,kg
2010,February,SABLEFISH FROZEN,CANADA,2,2177,IMP Quantity,kg
2010,February,SABLEFISH FROZEN,CHINA - HONG KONG,2,7103,EXP Quantity,kg
2010,February,SABLEFISH FROZEN,JAPAN,2,3030,EXP Quantity,kg
2010,February,SABLEFISH FROZEN,JAPAN,2,748,EXP Quantity,kg
2010,February,SCORPIONFISH (SCORPAENIDAE) FROZEN,MEXICO,2,14340,EXP Quantity,kg
2010,February,SCORPIONFISH (SCORPAENIDAE) FROZEN,MEXICO,2,31727,EXP Quantity,kg
2010,February,SCORPIONFISH (SCORPAENIDAE) FROZEN,NORWAY,2,111990,EXP Quantity,kg
2010,February,SCORPIONFISH (SCORPAENIDAE) FROZEN,BELGIUM,2,8000,EXP Quantity,kg
2010,February,SCORPIONFISH (SCORPAENIDAE) FROZEN,FRANCE,2,34485,EXP Quantity,kg
2010,February,SCORPIONFISH (SCORPAENIDAE) FROZEN,CHINA,2,27414,EXP Quantity,kg
2010,February,SCORPIONFISH (SCORPAENIDAE) FROZEN,SOUTH KOREA,2,29500,EXP Quantity,kg
2010,February,SCORPIONFISH (SCORPAENIDAE) FROZEN,JAPAN,2,44647,EXP Quantity,kg
2010,February,WHITEFISH FILLET FRESH,CANADA,2,50305,IMP Quantity,kg
2010,February,WHITEFISH FILLET FRESH,CANADA,2,14566,IMP Quantity,kg
2010,February,WOLFFISH FILLET BLOCKS FROZEN > 4.5KG,CHINA,2,20430,IMP Quantity,kg
2010,February,WOLFFISH FILLET FROZEN,ICELAND,2,1361,IMP Quantity,kg
2010,February,WOLFFISH FILLET FROZEN,CHINA,2,20411,IMP Quantity,kg
2010,February,CRAWFISH FRESHWATER PEELED,SPAIN,2,19912,IMP Quantity,kg
2010,February,CRAWFISH FRESHWATER PEELED,CHINA,2,37046,IMP Quantity,kg
2010,February,CRAWFISH FRESHWATER PEELED,CHINA,2,19958,IMP Quantity,kg
2010,February,CRAWFISH FRESHWATER PEELED,CHINA,2,23950,IMP Quantity,kg
2010,February,CRAWFISH FRESHWATER PEELED,JAPAN,2,130,IMP Quantity,kg
2010,February,CRAWFISH FRESHWATER PEELED,JAPAN,2,690,IMP Quantity,kg
2010,March,SABLEFISH SCALED WHETHER OR NOT DRESS FRESH NOT > 6.8KG,CANADA,3,2292,IMP Quantity,kg
2010,March,SABLEFISH SCALED WHETHER OR NOT DRESS FRESH NOT > 6.8KG,CANADA,3,233,IMP Quantity,kg
2010,March,SABLEFISH FRESH,MEXICO,3,24290,EXP Quantity,kg
2010,March,SABLEFISH FRESH,JAPAN,3,16323,EXP Quantity,kg
2010,March,SABLEFISH FRESH,JAPAN,3,39695,EXP Quantity,kg
2010,March,MONKFISH FRESH,CANADA,3,332,EXP Quantity,kg
2010,March,MONKFISH FRESH,CANADA,3,268,EXP Quantity,kg
2010,March,MONKFISH FRESH,CANADA,3,5136,EXP Quantity,kg
2010,March,MONKFISH FRESH,FRANCE,3,18519,EXP Quantity,kg
2010,March,MONKFISH FRESH,FRANCE,3,15994,EXP Quantity,kg
2010,March,MONKFISH FRESH,FRANCE,3,10440,EXP Quantity,kg
2010,March,MONKFISH FRESH,PORTUGAL,3,3556,EXP Quantity,kg
2010,March,MONKFISH FRESH,ITALY,3,15870,EXP Quantity,kg
2010,March,MONKFISH FRESH,ITALY,3,3985,EXP Quantity,kg
2010,March,MONKFISH FRESH,SOUTH KOREA,3,2845,EXP Quantity,kg
2010,March,WHITEFISH FRESH,CANADA,3,12890,IMP Quantity,kg
2010,March,WHITEFISH FRESH,CANADA,3,10886,IMP Quantity,kg
2010,March,WHITEFISH FRESH,CANADA,3,80231,IMP Quantity,kg
2010,March,WHITEFISH FRESH,CANADA,3,2277,IMP Quantity,kg
2010,March,WHITEFISH FRESH,CANADA,3,184052,IMP Quantity,kg
2010,March,WHITEFISH FRESH,MEXICO,3,6301,IMP Quantity,kg
2010,March,SABLEFISH FRESH,CANADA,3,11973,IMP Quantity,kg
2010,March,MONKFISH FRESH,CANADA,3,1905,IMP Quantity,kg
2010,March,WHITEFISH FROZEN,CANADA,3,12554,IMP Quantity,kg
2010,March,WHITEFISH FROZEN,CANADA,3,32345,IMP Quantity,kg
2010,March,WHITEFISH FROZEN,SOUTH KOREA,3,1000,IMP Quantity,kg
2010,March,MONKFISH FROZEN,UNITED KINGDOM,3,4378,EXP Quantity,kg
2010,March,MONKFISH FROZEN,NETHERLANDS,3,2144,EXP Quantity,kg
2010,March,MONKFISH FROZEN,CHINA,3,10195,IMP Quantity,kg
2010,March,MONKFISH FROZEN,SOUTH KOREA,3,35620,EXP Quantity,kg
2010,March,MONKFISH FROZEN,SOUTH KOREA,3,1500,IMP Quantity,kg
2010,March,MONKFISH FROZEN,SOUTH KOREA,3,2000,IMP Quantity,kg
2010,March,BUTTERFISH FROZEN,GUYANA,3,16789,IMP Quantity,kg
2010,March,BUTTERFISH FROZEN,ECUADOR,3,19958,IMP Quantity,kg
2010,March,SABLEFISH FROZEN,CANADA,3,2122,EXP Quantity,kg
2010,March,SABLEFISH FROZEN,CANADA,3,37037,IMP Quantity,kg
2010,March,SABLEFISH FROZEN,JAPAN,3,18000,EXP Quantity,kg
2010,March,SABLEFISH FROZEN,JAPAN,3,100668,EXP Quantity,kg
2010,March,SCORPIONFISH (SCORPAENIDAE) FROZEN,MEXICO,3,25410,EXP Quantity,kg
2010,March,SCORPIONFISH (SCORPAENIDAE) FROZEN,CHINA,3,8187,EXP Quantity,kg
2010,March,SCORPIONFISH (SCORPAENIDAE) FROZEN,CHINA,3,41940,EXP Quantity,kg
2010,March,SCORPIONFISH (SCORPAENIDAE) FROZEN,SOUTH KOREA,3,27424,EXP Quantity,kg
2010,March,SCORPIONFISH (SCORPAENIDAE) FROZEN,JAPAN,3,556992,EXP Quantity,kg
2010,March,WHITEFISH FILLET FRESH,CANADA,3,22750,IMP Quantity,kg
2010,March,WHITEFISH FILLET FRESH,CANADA,3,18313,IMP Quantity,kg
2010,March,WHITEFISH FILLET FRESH,CHINA,3,21973,IMP Quantity,kg
2010,March,WOLFFISH FILLET BLOCKS FROZEN > 4.5KG,CHINA,3,18160,IMP Quantity,kg
2010,March,WOLFFISH FILLET BLOCKS FROZEN > 4.5KG,CHINA,3,17252,IMP Quantity,kg
2010,March,CRAWFISH FRESHWATER PEELED,SPAIN,3,19831,IMP Quantity,kg
2010,March,CRAWFISH FRESHWATER PEELED,CHINA,3,59124,IMP Quantity,kg
2010,March,CRAWFISH FRESHWATER PEELED,JAPAN,3,2595,IMP Quantity,kg
2010,March,CRAWFISH FRESHWATER PEELED,JAPAN,3,130,IMP Quantity,kg
2010,March,CRAWFISH FRESHWATER PEELED,JAPAN,3,6698,IMP Quantity,kg
2010,April,SABLEFISH SCALED WHETHER OR NOT DRESS FRESH NOT > 6.8KG,CANADA,4,6510,IMP Quantity,kg
2010,April,SABLEFISH SCALED WHETHER OR NOT DRESS FRESH NOT > 6.8KG,CANADA,4,522,IMP Quantity,kg
2010,April,SABLEFISH FRESH,CHINA,4,8709,EXP Quantity,kg
2010,April,SABLEFISH FRESH,CHINA - HONG KONG,4,61342,EXP Quantity,kg
2010,April,SABLEFISH FRESH,JAPAN,4,16436,EXP Quantity,kg
2010,April,SABLEFISH FRESH,JAPAN,4,116266,EXP Quantity,kg
2010,April,MONKFISH FRESH,CANADA,4,6029,EXP Quantity,kg
2010,April,MONKFISH FRESH,UNITED KINGDOM,4,312,EXP Quantity,kg
2010,April,MONKFISH FRESH,NETHERLANDS,4,1697,EXP Quantity,kg
2010,April,MONKFISH FRESH,FRANCE,4,3210,EXP Quantity,kg
2010,April,MONKFISH FRESH,FRANCE,4,8480,EXP Quantity,kg
2010,April,MONKFISH FRESH,FRANCE,4,4944,EXP Quantity,kg
2010,April,MONKFISH FRESH,ITALY,4,4552,EXP Quantity,kg
2010,April,MONKFISH FRESH,ITALY,4,1020,EXP Quantity,kg
2010,April,MONKFISH FRESH,SOUTH KOREA,4,36220,EXP Quantity,kg
2010,April,MONKFISH FRESH,SOUTH KOREA,4,12580,EXP Quantity,kg
2010,April,WHITEFISH FRESH,CANADA,4,3125,IMP Quantity,kg
2010,April,WHITEFISH FRESH,CANADA,4,5443,IMP Quantity,kg
2010,April,WHITEFISH FRESH,CANADA,4,15808,IMP Quantity,kg
2010,April,WHITEFISH FRESH,CANADA,4,115837,IMP Quantity,kg
2010,April,SABLEFISH FRESH,CANADA,4,3289,IMP Quantity,kg
2010,April,MONKFISH FRESH,CANADA,4,7599,IMP Quantity,kg
2010,April,WHITEFISH FROZEN,CANADA,4,816,IMP Quantity,kg
2010,April,WHITEFISH FROZEN,CANADA,4,91433,IMP Quantity,kg
2010,April,MONKFISH FROZEN,CANADA,4,12580,IMP Quantity,kg
2010,April,MONKFISH FROZEN,UNITED KINGDOM,4,10439,EXP Quantity,kg
2010,April,MONKFISH FROZEN,NETHERLANDS,4,1222,EXP Quantity,kg
2010,April,MONKFISH FROZEN,CHINA,4,17252,IMP Quantity,kg
2010,April,MONKFISH FROZEN,SOUTH KOREA,4,22000,EXP Quantity,kg
2010,April,MONKFISH FROZEN,SOUTH KOREA,4,85380,EXP Quantity,kg
2010,April,BUTTERFISH FROZEN,GUYANA,4,8948,IMP Quantity,kg
2010,April,BUTTERFISH FROZEN,SOUTH AFRICA,4,9106,IMP Quantity,kg
2010,April,SABLEFISH FROZEN,CANADA,4,18242,EXP Quantity,kg
2010,April,SABLEFISH FROZEN,CANADA,4,3700,IMP Quantity,kg
2010,April,SABLEFISH FROZEN,TAIWAN,4,3177,IMP Quantity,kg
2010,April,SABLEFISH FROZEN,JAPAN,4,299002,EXP Quantity,kg
2010,April,SABLEFISH FROZEN,JAPAN,4,141108,EXP Quantity,kg
2010,April,SCORPIONFISH (SCORPAENIDAE) FROZEN,MEXICO,4,16466,EXP Quantity,kg
2010,April,SCORPIONFISH (SCORPAENIDAE) FROZEN,MEXICO,4,15000,EXP Quantity,kg
2010,April,SCORPIONFISH (SCORPAENIDAE) FROZEN,CHINA,4,202804,EXP Quantity,kg
2010,April,SCORPIONFISH (SCORPAENIDAE) FROZEN,SOUTH KOREA,4,49856,EXP Quantity,kg
2010,April,SCORPIONFISH (SCORPAENIDAE) FROZEN,JAPAN,4,34574,EXP Quantity,kg
2010,April,WHITEFISH FILLET FRESH,CANADA,4,37195,IMP Quantity,kg
2010,April,WHITEFISH FILLET FRESH,CANADA,4,8681,IMP Quantity,kg
2010,April,WOLFFISH FILLET FROZEN,ICELAND,4,2722,IMP Quantity,kg
2010,April,CRAWFISH FRESHWATER FROZEN,ECUADOR,4,1061,IMP Quantity,kg
2010,April,CRAWFISH FRESHWATER FROZEN,TAIWAN,4,1269,EXP Quantity,kg
2010,April,CRAWFISH FRESHWATER PEELED,CANADA,4,3803,IMP Quantity,kg
2010,April,CRAWFISH FRESHWATER PEELED,CHINA,4,18507,IMP Quantity,kg
2010,April,CRAWFISH FRESHWATER PEELED,JAPAN,4,984,IMP Quantity,kg
2010,May,SABLEFISH SCALED WHETHER OR NOT DRESS FRESH NOT > 6.8KG,CANADA,5,6730,IMP Quantity,kg
2010,May,SABLEFISH FRESH,UNITED KINGDOM,5,8736,EXP Quantity,kg
2010,May,SABLEFISH FRESH,VIETNAM,5,9514,EXP Quantity,kg
2010,May,SABLEFISH FRESH,SOUTH KOREA,5,25956,EXP Quantity,kg
2010,May,SABLEFISH FRESH,CHINA - HONG KONG,5,15245,EXP Quantity,kg
2010,May,SABLEFISH FRESH,JAPAN,5,16367,EXP Quantity,kg
2010,May,SABLEFISH FRESH,JAPAN,5,55872,EXP Quantity,kg
2010,May,SABLEFISH FRESH,JAPAN,5,37897,EXP Quantity,kg
2010,May,MONKFISH FRESH,CANADA,5,5648,EXP Quantity,kg
2010,May,MONKFISH FRESH,NETHERLANDS,5,1300,EXP Quantity,kg
2010,May,MONKFISH FRESH,FRANCE,5,3167,EXP Quantity,kg
2010,May,MONKFISH FRESH,FRANCE,5,1716,EXP Quantity,kg
2010,May,MONKFISH FRESH,FRANCE,5,2598,EXP Quantity,kg
2010,May,MONKFISH FRESH,ITALY,5,6600,EXP Quantity,kg
2010,May,MONKFISH FRESH,SOUTH KOREA,5,96500,EXP Quantity,kg
2010,May,MONKFISH FRESH,SOUTH KOREA,5,13423,EXP Quantity,kg
2010,May,WHITEFISH FRESH,CANADA,5,10054,IMP Quantity,kg
2010,May,WHITEFISH FRESH,CANADA,5,19386,IMP Quantity,kg
2010,May,WHITEFISH FRESH,CANADA,5,92979,IMP Quantity,kg
2010,May,SABLEFISH FRESH,CANADA,5,2539,IMP Quantity,kg
2010,May,MONKFISH FRESH,CANADA,5,2468,IMP Quantity,kg
2010,May,WHITEFISH FROZEN,CANADA,5,2041,IMP Quantity,kg
2010,May,WHITEFISH FROZEN,CANADA,5,9616,IMP Quantity,kg
2010,May,MONKFISH FROZEN,NETHERLANDS,5,650,EXP Quantity,kg
2010,May,MONKFISH FROZEN,FRANCE,5,500,EXP Quantity,kg
2010,May,MONKFISH FROZEN,FRANCE,5,40466,EXP Quantity,kg
2010,May,MONKFISH FROZEN,CHINA,5,36499,IMP Quantity,kg
2010,May,MONKFISH FROZEN,CHINA,5,600,IMP Quantity,kg
2010,May,MONKFISH FROZEN,SOUTH KOREA,5,44000,EXP Quantity,kg
2010,May,MONKFISH FROZEN,SOUTH KOREA,5,190380,EXP Quantity,kg
2010,May,BUTTERFISH FROZEN,CHINA,5,19922,IMP Quantity,kg
2010,May,BUTTERFISH FROZEN,SOUTH KOREA,5,1026,EXP Quantity,kg
2010,May,SABLEFISH FROZEN,CANADA,5,20359,EXP Quantity,kg
2010,May,SABLEFISH FROZEN,CANADA,5,818,IMP Quantity,kg
2010,May,SABLEFISH FROZEN,UNITED KINGDOM,5,19958,EXP Quantity,kg
2010,May,SABLEFISH FROZEN,UKRAINE,5,1247,EXP Quantity,kg
2010,May,SABLEFISH FROZEN,UNITED ARAB EMIRATES,5,2661,EXP Quantity,kg
2010,May,SABLEFISH FROZEN,SINGAPORE,5,9073,EXP Quantity,kg
2010,May,SABLEFISH FROZEN,CHINA,5,21136,EXP Quantity,kg
2010,May,SABLEFISH FROZEN,SOUTH KOREA,5,15649,EXP Quantity,kg
2010,May,SABLEFISH FROZEN,CHINA - HONG KONG,5,121930,EXP Quantity,kg
2010,May,SABLEFISH FROZEN,TAIWAN,5,3342,IMP Quantity,kg
2010,May,SABLEFISH FROZEN,JAPAN,5,17716,EXP Quantity,kg
2010,May,SABLEFISH FROZEN,JAPAN,5,682966,EXP Quantity,kg
2010,May,SABLEFISH FROZEN,JAPAN,5,223379,EXP Quantity,kg
2010,May,SCORPIONFISH (SCORPAENIDAE) FROZEN,MEXICO,5,13500,EXP Quantity,kg
2010,May,SCORPIONFISH (SCORPAENIDAE) FROZEN,BAHAMAS,5,127,EXP Quantity,kg
2010,May,SCORPIONFISH (SCORPAENIDAE) FROZEN,NETHERLANDS ANTILLES,5,1349,EXP Quantity,kg
2010,May,SCORPIONFISH (SCORPAENIDAE) FROZEN,BELGIUM,5,22000,EXP Quantity,kg
2010,May,SCORPIONFISH (SCORPAENIDAE) FROZEN,BELGIUM,5,22000,EXP Quantity,kg
2010,May,SCORPIONFISH (SCORPAENIDAE) FROZEN,CHINA,5,275000,EXP Quantity,kg
2010,May,SCORPIONFISH (SCORPAENIDAE) FROZEN,JAPAN,5,16925,EXP Quantity,kg
2010,May,WHITEFISH FILLET FRESH,CANADA,5,19730,IMP Quantity,kg
2010,May,WHITEFISH FILLET FRESH,CANADA,5,10961,IMP Quantity,kg
2010,May,WOLFFISH FILLET BLOCKS FROZEN > 4.5KG,CHINA,5,20455,IMP Quantity,kg
2010,May,WOLFFISH FILLET FROZEN,CHINA,5,17243,IMP Quantity,kg
2010,May,CRAWFISH FRESHWATER FROZEN,SPAIN,5,40224,IMP Quantity,kg
2010,May,CRAWFISH FRESHWATER PEELED,CANADA,5,1493,IMP Quantity,kg
2010,May,CRAWFISH FRESHWATER PEELED,CHINA,5,18523,IMP Quantity,kg
2010,May,CRAWFISH FRESHWATER PEELED,CHINA,5,74028,IMP Quantity,kg
2010,May,CRAWFISH FRESHWATER PEELED,JAPAN,5,1456,IMP Quantity,kg
2010,May,CRAWFISH FRESHWATER PEELED,JAPAN,5,195,IMP Quantity,kg
2010,May,CRAWFISH FRESHWATER PEELED,JAPAN,5,2096,IMP Quantity,kg
2010,May,CRAWFISH FRESHWATER PEELED,JAPAN,5,260,IMP Quantity,kg
2010,June,SABLEFISH SCALED WHETHER OR NOT DRESS FRESH NOT > 6.8KG,CANADA,6,544,IMP Quantity,kg
2010,June,SABLEFISH SCALED WHETHER OR NOT DRESS FRESH NOT > 6.8KG,CANADA,6,1384,IMP Quantity,kg
2010,June,SABLEFISH FRESH,CHINA - HONG KONG,6,66106,EXP Quantity,kg
2010,June,SABLEFISH FRESH,JAPAN,6,127658,EXP Quantity,kg
2010,June,SABLEFISH FRESH,JAPAN,6,20871,EXP Quantity,kg
2010,June,MONKFISH FRESH,CANADA,6,681,EXP Quantity,kg
2010,June,MONKFISH FRESH,CANADA,6,3935,EXP Quantity,kg
2010,June,MONKFISH FRESH,FRANCE,6,5659,EXP Quantity,kg
2010,June,MONKFISH FRESH,FRANCE,6,16191,EXP Quantity,kg
2010,June,MONKFISH FRESH,FRANCE,6,228,EXP Quantity,kg
2010,June,MONKFISH FRESH,ITALY,6,5375,EXP Quantity,kg
2010,June,MONKFISH FRESH,ITALY,6,486,EXP Quantity,kg
2010,June,MONKFISH FRESH,SOUTH KOREA,6,69880,EXP Quantity,kg
2010,June,MONKFISH FRESH,SOUTH KOREA,6,4455,EXP Quantity,kg
2010,June,WHITEFISH FRESH,CANADA,6,11233,IMP Quantity,kg
2010,June,WHITEFISH FRESH,CANADA,6,40851,IMP Quantity,kg
2010,June,WHITEFISH FRESH,CANADA,6,24066,IMP Quantity,kg
2010,June,WHITEFISH FRESH,CANADA,6,82223,IMP Quantity,kg
2010,June,SABLEFISH FRESH,CANADA,6,1588,IMP Quantity,kg
2010,June,MONKFISH FRESH,CANADA,6,1983,IMP Quantity,kg
2010,June,WHITEFISH FROZEN,CANADA,6,13608,IMP Quantity,kg
2010,June,WHITEFISH FROZEN,CANADA,6,13129,IMP Quantity,kg
2010,June,WHITEFISH FROZEN,BANGLADESH,6,17005,IMP Quantity,kg
2010,June,MONKFISH FROZEN,NETHERLANDS,6,585,EXP Quantity,kg
2010,June,MONKFISH FROZEN,FRANCE,6,13138,EXP Quantity,kg
2010,June,MONKFISH FROZEN,GERMANY,6,1344,EXP Quantity,kg
2010,June,MONKFISH FROZEN,CHINA,6,16172,IMP Quantity,kg
2010,June,MONKFISH FROZEN,SOUTH KOREA,6,144900,EXP Quantity,kg
2010,June,BUTTERFISH FROZEN,GUYANA,6,12300,IMP Quantity,kg
2010,June,BUTTERFISH FROZEN,SURINAME,6,5212,IMP Quantity,kg
2010,June,BUTTERFISH FROZEN,ECUADOR,6,38102,IMP Quantity,kg
2010,June,BUTTERFISH FROZEN,ECUADOR,6,22683,IMP Quantity,kg
2010,June,BUTTERFISH FROZEN,ECUADOR,6,19060,IMP Quantity,kg
2010,June,SABLEFISH FROZEN,CANADA,6,12320,EXP Quantity,kg
2010,June,SABLEFISH FROZEN,CANADA,6,19942,IMP Quantity,kg
2010,June,SABLEFISH FROZEN,GERMANY,6,11792,EXP Quantity,kg
2010,June,SABLEFISH FROZEN,UNITED ARAB EMIRATES,6,26857,EXP Quantity,kg
2010,June,SABLEFISH FROZEN,SINGAPORE,6,27985,EXP Quantity,kg
2010,June,SABLEFISH FROZEN,PHILIPPINES,6,25628,EXP Quantity,kg
2010,June,SABLEFISH FROZEN,CHINA,6,10206,EXP Quantity,kg
2010,June,SABLEFISH FROZEN,CHINA - HONG KONG,6,65781,EXP Quantity,kg
2010,June,SABLEFISH FROZEN,JAPAN,6,77739,EXP Quantity,kg
2010,June,SABLEFISH FROZEN,JAPAN,6,889295,EXP Quantity,kg
2010,June,SABLEFISH FROZEN,JAPAN,6,289565,EXP Quantity,kg
