z,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09
0.0,0.5,0.496,0.492,0.988,0.984,0.9801,0.47609999999999997,0.9721,0.9681,0.9641
0.1,0.46020000000000005,0.45620000000000005,0.45220000000000005,0.44830000000000003,0.44430000000000003,0.4404,0.4364,0.4325,0.4286,0.42469999999999997
0.2,0.42069999999999996,0.41679999999999995,0.41290000000000004,0.40900000000000003,0.4052,0.4013,0.39359999999999995,0.8936,0.38970000000000005,0.3859
0.3,0.3821,0.37829999999999997,0.37450000000000006,0.37070000000000003,0.3669,0.36319999999999997,0.35940000000000005,0.3557,0.352,0.34830000000000005
0.4,0.3446,0.3409,0.33720000000000006,0.3336,0.32999999999999996,0.3264,0.3228,0.31920000000000004,0.3156,0.31210000000000004
0.5,0.3085,0.30500000000000005,0.3015,0.29810000000000003,0.2946,0.2912,0.28769999999999996,0.2843,0.281,0.27759999999999996
0.6,0.2743,0.27090000000000003,0.26759999999999995,0.2643,0.2611,0.25780000000000003,0.25460000000000005,0.25139999999999996,0.24829999999999997,0.24509999999999998
0.7,0.242,0.2389,0.2358,0.23270000000000002,0.22960000000000003,0.22660000000000002,0.22360000000000002,0.22060000000000002,0.2177,0.2148
0.8,0.21189999999999998,0.20899999999999996,0.20609999999999995,0.20330000000000004,0.2005,0.1977,0.19489999999999996,0.19220000000000004,0.1894,0.18669999999999998
0.9,0.18410000000000004,0.1814,0.17879999999999996,0.17620000000000002,0.17359999999999998,0.17110000000000003,0.16849999999999998,0.16600000000000004,0.16349999999999998,0.16110000000000002
1.0,0.15869999999999995,0.1562,0.15390000000000004,0.15149999999999997,0.1492,0.14690000000000003,0.14459999999999995,0.14229999999999998,0.1401,0.13790000000000002
1.1,0.13570000000000004,0.13349999999999995,0.13139999999999996,0.12919999999999998,0.1271,0.1251,0.123,0.121,0.119,0.11699999999999999
1.2,0.11509999999999998,0.11309999999999998,0.11119999999999997,0.10929999999999995,0.10750000000000004,0.10560000000000003,0.1038,0.10199999999999998,0.10029999999999994,0.09850000000000003
1.3,0.0968,0.09509999999999996,0.09340000000000004,0.09179999999999999,0.09009999999999996,0.08850000000000002,0.08689999999999998,0.08530000000000004,0.08379999999999999,0.08230000000000004
1.4,0.08079999999999998,0.07930000000000004,0.07779999999999998,0.07640000000000002,0.07489999999999997,0.07350000000000001,0.07210000000000005,0.07079999999999997,0.06940000000000002,0.06810000000000005
1.5,0.06679999999999997,0.0655,0.06430000000000002,0.06299999999999994,0.061799999999999966,0.06059999999999999,0.05940000000000001,0.05820000000000003,0.05710000000000004,0.05589999999999995
1.6,0.05479999999999996,0.05369999999999997,0.05259999999999998,0.05159999999999998,0.05049999999999999,0.04949999999999999,0.04849999999999999,0.04749999999999999,0.046499999999999986,0.045499999999999985
1.7,0.04459999999999997,0.04359999999999997,0.04269999999999996,0.04179999999999995,0.04090000000000005,0.040100000000000025,0.03920000000000001,0.03839999999999999,0.03749999999999998,0.036699999999999955
1.8,0.03590000000000004,0.03510000000000002,0.034399999999999986,0.03359999999999996,0.03290000000000004,0.032200000000000006,0.031399999999999983,0.03069999999999995,0.030100000000000016,0.02939999999999998
1.9,0.028699999999999948,0.028100000000000014,0.02739999999999998,0.026800000000000046,0.0262,0.025599999999999956,0.025000000000000022,0.024399999999999977,0.023900000000000032,0.023299999999999987
2.0,0.022800000000000042,0.022199999999999998,0.021700000000000053,0.021199999999999997,0.02070000000000005,0.020199999999999996,0.01970000000000005,0.019199999999999995,0.01880000000000004,0.018299999999999983
2.1,0.017900000000000027,0.01739999999999997,0.017000000000000015,0.016599999999999948,0.016199999999999992,0.015800000000000036,0.01539999999999997,0.015000000000000013,0.014599999999999946,0.01429999999999998
2.2,0.013900000000000023,0.013599999999999945,0.01319999999999999,0.012900000000000023,0.012499999999999956,0.012199999999999989,0.011900000000000022,0.011600000000000055,0.011299999999999977,0.01100000000000001
2.3,0.010700000000000043,0.010399999999999965,0.010199999999999987,0.00990000000000002,0.009600000000000053,0.009399999999999964,0.009099999999999997,0.008900000000000019,0.008700000000000041,0.008399999999999963
2.4,0.008199999999999985,0.008000000000000007,0.007800000000000029,0.007499999999999951,0.007299999999999973,0.007099999999999995,0.006900000000000017,0.006800000000000028,0.00660000000000005,0.006399999999999961
2.5,0.006199999999999983,0.006000000000000005,0.005900000000000016,0.005700000000000038,0.005499999999999949,0.00539999999999996,0.005199999999999982,0.005099999999999993,0.0049000000000000155,0.0048000000000000265
2.6,0.0047000000000000375,0.0044999999999999485,0.0043999999999999595,0.0042999999999999705,0.0040999999999999925,0.0040000000000000036,0.0039000000000000146,0.0038000000000000256,0.0037000000000000366,0.0036000000000000476
2.7,0.0034999999999999476,0.0033999999999999586,0.0032999999999999696,0.0031999999999999806,0.0030999999999999917,0.0030000000000000027,0.0029000000000000137,0.0028000000000000247,0.0027000000000000357,0.0026000000000000467
2.8,0.0026000000000000467,0.0024999999999999467,0.0023999999999999577,0.0022999999999999687,0.0022999999999999687,0.0021999999999999797,0.0020999999999999908,0.0020999999999999908,0.0020000000000000018,0.0019000000000000128
2.9,0.0019000000000000128,0.0018000000000000238,0.0018000000000000238,0.0017000000000000348,0.0016000000000000458,0.0016000000000000458,0.0014999999999999458,0.0014999999999999458,0.0013999999999999568,0.0013999999999999568
3.0,0.0012999999999999678,0.0012999999999999678,0.0012999999999999678,0.0011999999999999789,0.0011999999999999789,0.0010999999999999899,0.0010999999999999899,0.0010999999999999899,0.0010000000000000009,0.0010000000000000009
