iter	Passed	Remaining
406	1060	1545
407	1062	1541
408	1064	1538
409	1066	1534
410	1068	1531
411	1071	1529
412	1074	1527
413	1077	1525
414	1080	1522
415	1083	1521
416	1086	1519
417	1088	1516
418	1092	1514
419	1094	1511
420	1097	1508
421	1100	1506
422	1102	1504
423	1105	1501
424	1109	1500
425	1111	1498
426	1114	1495
427	1116	1492
428	1118	1489
429	1120	1485
430	1123	1483
431	1125	1480
432	1128	1478
433	1131	1475
434	1133	1472
435	1136	1469
436	1139	1467
437	1141	1464
438	1143	1461
439	1146	1458
440	1148	1456
441	1150	1452
442	1153	1450
443	1155	1447
444	1158	1444
445	1160	1441
446	1162	1438
447	1165	1435
448	1167	1433
449	1170	1430
450	1173	1428
451	1176	1425
452	1178	1423
453	1181	1420
454	1184	1418
455	1186	1415
456	1189	1412
457	1191	1410
458	1194	1408
459	1197	1405
460	1199	1402
461	1202	1400
462	1204	1397
463	1207	1394
464	1209	1391
465	1212	1389
466	1215	1387
467	1218	1384
468	1220	1381
469	1222	1378
470	1224	1375
471	1227	1373
472	1229	1370
473	1232	1367
474	1234	1364
475	1236	1361
476	1238	1358
477	1241	1355
478	1244	1353
479	1247	1351
480	1249	1348
481	1252	1345
482	1254	1342
483	1256	1340
484	1259	1337
485	1262	1334
486	1264	1332
487	1267	1330
488	1270	1327
489	1273	1324
490	1275	1322
491	1278	1319
492	1280	1317
493	1283	1314
494	1285	1311
495	1288	1308
496	1290	1306
497	1293	1303
498	1295	1301
499	1298	1298
500	1300	1295
501	1302	1292
502	1304	1289
503	1307	1286
504	1309	1283
505	1312	1280
506	1314	1278
507	1316	1275
508	1318	1272
509	1321	1269
510	1323	1266
511	1326	1264
512	1328	1261
513	1330	1258
514	1332	1255
515	1335	1252
516	1337	1249
517	1339	1246
518	1342	1244
519	1344	1241
520	1346	1238
521	1349	1235
522	1351	1232
523	1353	1229
524	1356	1227
525	1358	1224
526	1361	1221
527	1363	1219
528	1365	1216
529	1368	1213
530	1370	1210
531	1373	1208
532	1375	1205
533	1378	1202
534	1381	1200
535	1384	1198
536	1386	1195
537	1390	1193
538	1392	1191
539	1395	1188
540	1397	1185
541	1400	1183
542	1402	1180
543	1406	1178
544	1408	1176
545	1411	1173
546	1414	1171
547	1417	1169
548	1419	1166
549	1422	1164
550	1425	1161
551	1427	1158
552	1430	1156
553	1432	1153
554	1434	1150
555	1436	1147
556	1439	1144
557	1441	1142
558	1443	1139
559	1446	1136
560	1448	1133
561	1451	1131
562	1454	1128
563	1457	1126
564	1459	1123
565	1462	1121
566	1464	1118
567	1467	1116
568	1470	1113
569	1472	1111
570	1475	1108
571	1478	1106
572	1481	1103
573	1484	1101
574	1487	1099
575	1489	1096
576	1492	1094
577	1494	1091
578	1497	1089
579	1500	1086
580	1502	1083
581	1504	1080
582	1507	1078
583	1509	1075
584	1511	1072
585	1513	1069
586	1516	1066
587	1518	1063
588	1520	1061
589	1522	1058
590	1525	1055
591	1527	1052
592	1530	1050
593	1532	1047
594	1535	1044
595	1537	1042
596	1539	1039
597	1541	1036
598	1544	1033
599	1546	1030
600	1548	1028
601	1551	1025
602	1553	1022
603	1555	1019
604	1558	1017
605	1560	1014
606	1564	1013
607	1568	1011
608	1573	1010
609	1579	1009
610	1582	1007
611	1586	1005
612	1589	1003
613	1593	1001
614	1597	999
615	1600	997
616	1603	995
617	1607	993
618	1610	991
619	1614	989
620	1617	987
621	1620	984
622	1623	982
623	1626	980
624	1631	978
625	1634	976
626	1638	974
627	1641	972
628	1646	971
629	1655	972
630	1661	971
631	1667	970
632	1670	968
633	1672	965
634	1675	963
635	1678	960
636	1681	958
637	1684	955
638	1686	952
639	1688	949
640	1691	947
641	1693	944
642	1696	941
643	1698	938
644	1700	935
645	1702	933
646	1705	930
647	1707	927
648	1709	924
649	1711	921
650	1714	918
651	1716	916
652	1718	913
653	1721	910
654	1724	908
655	1729	906
656	1731	904
657	1734	901
658	1737	899
659	1740	896
660	1742	893
661	1745	890
662	1747	888
663	1749	885
664	1752	882
665	1754	880
666	1757	877
667	1759	874
668	1762	872
669	1765	869
670	1767	866
671	1770	863
672	1772	861
673	1775	858
674	1778	856
675	1780	853
676	1782	850
677	1784	847
678	1786	844
679	1788	841
680	1791	839
681	1793	836
682	1796	833
683	1798	830
684	1801	828
685	1804	826
686	1807	823
687	1810	820
688	1812	818
689	1815	815
690	1817	812
691	1820	810
692	1823	807
693	1825	805
694	1828	802
695	1831	799
696	1834	797
697	1836	794
698	1839	792
699	1842	789
700	1845	786
701	1847	784
702	1850	781
703	1852	778
704	1854	776
705	1857	773
706	1859	770
707	1861	767
708	1863	764
709	1865	762
710	1868	759
711	1870	756
712	1873	754
713	1875	751
714	1878	748
715	1881	746
716	1884	743
717	1886	740
718	1889	738
719	1892	735
720	1894	733
721	1897	730
722	1899	727
723	1902	725
724	1904	722
725	1907	720
726	1910	717
727	1913	714
728	1915	712
729	1917	709
730	1919	706
731	1922	703
732	1924	701
733	1926	698
734	1929	695
735	1931	692
736	1933	690
737	1936	687
738	1938	684
739	1940	681
740	1942	679
741	1945	676
742	1948	673
743	1950	671
744	1953	668
745	1956	665
746	1957	663
747	1959	660
748	1961	657
749	1963	654
750	1965	651
751	1967	648
752	1971	646
753	1973	643
754	1976	641
755	1978	638
756	1980	635
757	1982	632
758	1985	630
759	1988	627
760	1990	625
761	1993	622
762	1995	619
763	1997	616
764	1999	614
765	2001	611
766	2003	608
767	2005	605
768	2007	603
769	2010	600
770	2013	598
771	2016	595
772	2021	593
773	2024	591
774	2026	588
775	2029	585
776	2032	583
777	2034	580
778	2036	577
779	2039	575
780	2041	572
781	2043	569
782	2046	567
783	2049	564
784	2052	562
785	2054	559
786	2057	556
787	2059	554
788	2061	551
789	2063	548
790	2065	545
791	2067	543
792	2069	540
793	2072	537
794	2074	534
795	2076	532
796	2078	529
797	2081	526
798	2083	524
799	2085	521
800	2088	518
801	2090	516
802	2093	513
803	2095	510
804	2097	508
805	2100	505
806	2103	503
807	2106	500
808	2109	497
809	2111	495
810	2115	492
811	2118	490
812	2120	487
813	2122	485
814	2124	482
815	2127	479
816	2130	477
817	2133	474
818	2135	471
819	2137	469
820	2140	466
821	2142	463
822	2144	461
823	2146	458
824	2148	455
825	2150	453
826	2152	450
827	2154	447
828	2156	444
829	2158	442
830	2160	439
831	2163	436
832	2165	434
833	2167	431
834	2169	428
835	2172	426
836	2174	423
837	2177	420
838	2179	418
839	2181	415
840	2184	412
841	2187	410
842	2189	407
843	2192	405
844	2195	402
845	2197	400
846	2199	397
847	2203	394
848	2205	392
849	2208	389
850	2210	386
851	2212	384
852	2214	381
853	2216	378
854	2219	376
855	2221	373
856	2225	371
857	2227	368
858	2229	366
859	2232	363
860	2234	360
861	2236	358
862	2238	355
863	2242	353
864	2245	350
865	2248	347
866	2250	345
867	2252	342
868	2254	339
869	2257	337
870	2260	334
871	2263	332
872	2266	329
873	2270	327
874	2274	324
875	2276	322
876	2279	319
877	2281	317
878	2284	314
879	2287	311
880	2291	309
881	2293	306
882	2295	304
883	2298	301
884	2300	298
885	2302	296
886	2305	293
887	2309	291
888	2313	288
889	2315	286
890	2318	283
891	2321	281
892	2325	278
893	2329	276
894	2332	273
895	2336	271
896	2339	268
897	2342	266
898	2344	263
899	2346	260
900	2348	258
901	2350	255
902	2352	252
903	2354	250
904	2357	247
905	2359	244
906	2361	242
907	2363	239
908	2365	236
909	2367	234
910	2369	231
911	2371	228
912	2373	226
913	2375	223
914	2377	220
915	2379	218
916	2381	215
917	2383	212
918	2386	210
919	2388	207
920	2391	205
921	2394	202
922	2396	199
923	2398	197
924	2401	194
925	2403	192
926	2405	189
927	2407	186
928	2410	184
929	2413	181
930	2416	179
931	2419	176
932	2421	173
933	2423	171
934	2426	168
935	2428	166
936	2430	163
937	2432	160
938	2435	158
939	2437	155
940	2439	152
941	2441	150
942	2444	147
943	2447	145
944	2449	142
945	2453	140
946	2455	137
947	2458	134
948	2461	132
949	2465	129
950	2468	127
951	2472	124
952	2477	122
953	2480	119
954	2484	117
955	2487	114
956	2489	111
957	2491	109
958	2494	106
959	2496	104
960	2498	101
961	2500	98
962	2502	96
963	2505	93
964	2507	90
965	2511	88
966	2513	85
967	2515	83
968	2517	80
969	2519	77
970	2521	75
971	2524	72
972	2527	70
973	2530	67
974	2534	64
975	2536	62
976	2540	59
977	2542	57
978	2545	54
979	2548	52
980	2551	49
981	2554	46
982	2557	44
983	2560	41
984	2563	39
985	2566	36
986	2568	33
987	2571	31
988	2573	28
989	2576	26
990	2578	23
991	2580	20
992	2582	18
993	2585	15
994	2587	13
995	2589	10
996	2591	7
997	2593	5
998	2596	2
999	2598	0
