iter	Logloss
336	0.05226190387
337	0.0520617983
338	0.05188826344
339	0.05161660495
340	0.05146388288
341	0.05129538735
342	0.05109884148
343	0.05090434931
344	0.05068232844
345	0.05047148346
346	0.05031665128
347	0.05014323975
348	0.04997556069
349	0.04973974134
350	0.04953695311
351	0.04938747452
352	0.04921815475
353	0.04903173263
354	0.04882104538
355	0.04855866181
356	0.04839437521
357	0.0482254259
358	0.04809046124
359	0.04787139116
360	0.0477129893
361	0.04749242967
362	0.04728607274
363	0.04718046419
364	0.04704133959
365	0.04690399646
366	0.0467157002
367	0.04659568112
368	0.04650061492
369	0.0463736106
370	0.04619841944
371	0.04610634848
372	0.0459462984
373	0.04583836037
374	0.04570204022
375	0.04562013886
376	0.04550940405
377	0.04539327693
378	0.04523113997
379	0.04507048383
380	0.04489024284
381	0.04477115491
382	0.04462844829
383	0.04450910024
384	0.04437457282
385	0.04424021401
386	0.04413830073
387	0.04396068099
388	0.04384484266
389	0.04370622674
390	0.04355399441
391	0.04341296858
392	0.04328733761
393	0.04313775997
394	0.04300848466
395	0.04283902967
396	0.0427434459
397	0.04266004346
398	0.04252248071
399	0.04245925713
400	0.04233137275
401	0.04218379592
402	0.04209851939
403	0.04194800245
404	0.04178251177
405	0.04164365909
406	0.04155748859
407	0.04144414906
408	0.04134966011
409	0.0412381874
410	0.04106169036
411	0.04098289101
412	0.04085016289
413	0.04070066425
414	0.04057615014
415	0.04046327584
416	0.04031951937
417	0.0402072316
418	0.04006821548
419	0.03993074738
420	0.03984869108
421	0.03974889355
422	0.03960313298
423	0.03942875575
424	0.03927758743
425	0.0391827705
426	0.03906732288
427	0.03894187811
428	0.03885005112
429	0.0387499923
430	0.03862018371
431	0.03849555323
432	0.03839551657
433	0.03822831419
434	0.03813407829
435	0.03807720655
436	0.03796855361
437	0.03783096699
438	0.03772590057
439	0.03758837666
440	0.03746656674
441	0.03737746853
442	0.03728674217
443	0.03717850127
444	0.03710523921
445	0.03700570094
446	0.03690945861
447	0.03682881989
448	0.03675090564
449	0.03666194383
450	0.03655754332
451	0.03646516995
452	0.03632494703
453	0.03622286966
454	0.03613265241
455	0.03601117086
456	0.03585198681
457	0.03573502197
458	0.03562813934
459	0.03550934553
460	0.03540570017
461	0.03532223218
462	0.03522968785
463	0.03511619145
464	0.03504893369
465	0.03496422471
466	0.03484798432
467	0.03476387612
468	0.03470713781
469	0.0346015429
470	0.0345102519
471	0.03441087834
472	0.0343085469
473	0.03417733251
474	0.03405884507
475	0.03394646622
476	0.03384739135
477	0.03374980363
478	0.03371019839
479	0.03360400622
480	0.03347941925
481	0.03337734839
482	0.03327481323
483	0.03317309259
484	0.0330607329
485	0.03298664946
486	0.03291426029
487	0.03283991031
488	0.03278890789
489	0.03269724469
490	0.03261052901
491	0.03249626479
492	0.03237182844
493	0.03225841244
494	0.03215442925
495	0.03208089853
496	0.03204996482
497	0.03193564499
498	0.03191263435
499	0.03185222582
500	0.03175583745
501	0.03160857973
502	0.03155811327
503	0.0314758985
504	0.03136228902
505	0.03126138157
506	0.03120960856
507	0.03116321818
508	0.03109715366
509	0.03101772901
510	0.0309605611
511	0.03089189872
512	0.03079608686
513	0.03069807373
514	0.03063108331
515	0.03054933922
516	0.03045510081
517	0.03037775562
518	0.03029464431
519	0.03020085407
520	0.03014259429
521	0.03004776212
522	0.02997887633
523	0.02994464441
524	0.02986667543
525	0.02978464384
526	0.02969075863
527	0.02959169173
528	0.02953519372
529	0.02947119253
530	0.02936571217
531	0.02926420554
532	0.02921197275
533	0.0291389558
534	0.02909618461
535	0.02901563813
536	0.02899076917
537	0.02892215462
538	0.02886125497
539	0.02882316362
540	0.02874932085
541	0.02869381829
542	0.02862362079
543	0.02857091205
544	0.02849322688
545	0.0284314598
546	0.028369852
547	0.02832822328
548	0.02824445526
549	0.02819172255
550	0.02808114513
551	0.02803335361
552	0.02796992254
553	0.02791810462
554	0.02785479237
555	0.02782232146
556	0.02774497387
557	0.02766699606
558	0.02761265815
559	0.02753675382
560	0.02746072203
561	0.02740792515
562	0.02735007544
563	0.02726563663
564	0.02718179411
565	0.0271210858
566	0.02702587611
567	0.02697550696
568	0.02689957817
569	0.02685835249
570	0.0267921797
571	0.02669225036
572	0.02663262068
573	0.02655579178
574	0.02647823886
575	0.0264352408
576	0.02635554016
577	0.02628212095
578	0.02620528525
579	0.02613797571
580	0.02605928745
581	0.02600964906
582	0.02596462258
583	0.02588892358
584	0.02581852749
585	0.02576461155
586	0.02570575132
587	0.02564684299
588	0.02556559735
589	0.02551450783
590	0.02546375106
591	0.02541056506
592	0.02530328124
593	0.02525195874
594	0.02519260217
595	0.02511579267
596	0.02505663302
597	0.024998129
598	0.0249474361
599	0.02488731303
600	0.02484249085
601	0.02479842765
602	0.0247436638
603	0.02463830049
604	0.02457417963
605	0.02451082012
606	0.02443633796
607	0.02437700049
608	0.02431786956
609	0.0242640996
610	0.02423015673
611	0.02417724186
612	0.0241021275
613	0.02406067578
614	0.02400264357
615	0.02393926702
616	0.02388151597
617	0.02384555586
618	0.02377579296
619	0.02372876002
620	0.02367131913
621	0.02362408742
622	0.02357950345
623	0.02351573553
624	0.02345835829
625	0.02340192263
626	0.02334637248
627	0.02328885582
628	0.0232369861
629	0.02320366533
630	0.02316340438
631	0.0231203235
632	0.02303149396
633	0.02297134792
634	0.02293861101
635	0.02290209537
636	0.02285270966
637	0.02279873336
638	0.02274092195
639	0.02268656655
640	0.02264120281
641	0.02256903751
642	0.02250778688
643	0.02246065515
644	0.02241257115
645	0.02234949628
646	0.02229668284
647	0.02224925345
648	0.02220263061
649	0.02214407464
650	0.02207893672
651	0.02202692131
652	0.02198333541
653	0.02194003697
654	0.02188890815
655	0.02185871063
656	0.02180476801
657	0.02176906266
658	0.02171687494
659	0.02168061336
660	0.02161060857
661	0.02156927356
662	0.02154386311
663	0.0215064619
664	0.0214646988
665	0.02139841528
666	0.02135581402
667	0.02130983009
668	0.02125233863
669	0.0212194796
670	0.02115972394
671	0.02112737198
672	0.02109935842
673	0.02104957727
674	0.0210023007
675	0.02095117024
676	0.02088801174
677	0.02083655655
678	0.02078677708
679	0.02074145117
680	0.02071128468
681	0.02066566658
682	0.02063252958
683	0.02057855353
684	0.02055040228
685	0.02052681289
686	0.02049431044
687	0.02043687138
688	0.02040324072
689	0.02036777637
690	0.02033391123
691	0.02028514494
692	0.02024846151
693	0.02018374119
694	0.02012264546
695	0.02008428364
696	0.02004932079
697	0.02000017477
698	0.01994924358
699	0.01992673153
700	0.01990161537
701	0.01985832406
702	0.0198215267
703	0.01978793904
704	0.01974121614
705	0.01970266899
706	0.0196458123
707	0.01960019852
708	0.01955509708
709	0.01952628827
710	0.01946595202
711	0.01943418311
712	0.01939506468
713	0.01936424419
714	0.01931031936
715	0.0192730183
716	0.01924116795
717	0.0191973287
718	0.01917084763
719	0.01912875345
720	0.01910591229
721	0.01905687246
722	0.01900329482
723	0.01897357524
724	0.01896108013
725	0.01891042558
726	0.01887202287
727	0.01883630432
728	0.01879925804
729	0.01874702369
730	0.01870688416
731	0.0186503565
732	0.0186258504
733	0.01858479692
734	0.01853909106
735	0.01850979094
736	0.01847558031
737	0.01844372481
738	0.01842457936
739	0.01839671119
740	0.01836118975
741	0.0183181963
742	0.01827405241
743	0.0182571919
744	0.01821525855
745	0.01818360473
746	0.01815929548
747	0.01811611822
748	0.01807598762
749	0.018028229
750	0.01799023789
751	0.01796851118
752	0.01793016023
753	0.01789461835
754	0.01788450299
755	0.01785214595
756	0.01781056934
757	0.01776403631
758	0.01772092427
759	0.01769877508
760	0.01767896237
761	0.01764444915
762	0.01760953121
763	0.01755861558
764	0.01752854581
765	0.01749104167
766	0.01744337008
767	0.01740209754
768	0.01737296633
769	0.01733711002
770	0.01731792106
771	0.01727569915
772	0.01722778525
773	0.01720761021
774	0.01717950253
775	0.01714406503
776	0.01711396864
777	0.01709002445
778	0.01705056903
779	0.01701130145
780	0.01694484472
781	0.01689955182
782	0.016874592
783	0.01684125998
784	0.01680666556
785	0.01676931552
786	0.01674299458
787	0.01670094982
788	0.01667420114
789	0.01661952557
790	0.01660892972
791	0.01658478092
792	0.01655275209
793	0.01652189051
794	0.01649955149
795	0.01647356514
796	0.0164468036
797	0.01641795522
798	0.01638063384
799	0.01635715224
800	0.01631784393
801	0.01628167558
802	0.01623589668
803	0.01617353828
804	0.01616047201
805	0.01613294395
806	0.0161056092
807	0.01606853829
808	0.01604245947
809	0.01602719294
810	0.01599357548
811	0.0159573845
812	0.01593827539
813	0.01591842527
814	0.01588271188
815	0.0158387663
816	0.01582205095
817	0.01576406406
818	0.01572503783
819	0.01567202797
820	0.01563525042
821	0.01562369678
822	0.0155960079
823	0.01557245264
824	0.015542088
825	0.0155140485
826	0.01549590127
827	0.01547651082
828	0.01545925966
829	0.01542296186
830	0.01539650042
831	0.01536948528
832	0.0153480583
833	0.0153203652
834	0.0152877754
835	0.01524076362
836	0.01521467193
837	0.01519782238
838	0.0151730087
839	0.01514770991
840	0.01511209934
841	0.01508462296
842	0.01505022414
843	0.01502490275
844	0.01499185016
845	0.01496939797
846	0.01492768449
847	0.0149008024
848	0.01487956174
849	0.01487502616
850	0.01484893608
851	0.01482829226
852	0.01479237155
853	0.01476656484
854	0.01475479473
855	0.01473165209
856	0.01470808831
857	0.01468917986
858	0.01465196386
859	0.01461327701
860	0.01459312226
861	0.01456449196
862	0.0145408785
863	0.01450730074
864	0.01447008744
865	0.01443815535
866	0.01441522238
867	0.01439494933
868	0.01437500877
869	0.01434560316
870	0.01433703419
871	0.0142907171
872	0.01425549135
873	0.01423937098
874	0.01419657662
875	0.01417408984
876	0.01414698129
877	0.01412361234
878	0.0140911816
879	0.01405102648
880	0.01402747491
881	0.01401485017
882	0.01398305719
883	0.01395350552
884	0.0139200551
885	0.01389818241
886	0.01386413238
887	0.01383596297
888	0.01381045207
889	0.01378534536
890	0.013756312
891	0.01372872449
892	0.01370131834
893	0.01369557503
894	0.01367687744
895	0.01365071741
896	0.0136262263
897	0.0136010537
898	0.01358015323
899	0.01356254405
900	0.01353652585
901	0.01352081115
902	0.01348994516
903	0.01346738907
904	0.0134541614
905	0.01343201988
906	0.01341084991
907	0.01337863041
908	0.01336062179
909	0.0133364006
910	0.01331954253
911	0.01330411905
912	0.01329242246
913	0.01328644253
914	0.01327311701
915	0.01324049509
916	0.01322625882
917	0.01321426349
918	0.01319959852
919	0.01318073836
920	0.0131596117
921	0.01313515539
922	0.01308818336
923	0.01306787367
924	0.01303200021
925	0.01301428146
926	0.01299318176
927	0.012974543
928	0.01294907629
929	0.01293072988
930	0.01289959402
931	0.01288248297
932	0.01286120851
933	0.01284257898
934	0.01281674045
935	0.01278351848
936	0.01275048965
937	0.01273301498
938	0.01271634072
939	0.01268502628
940	0.01265984543
941	0.01263093036
942	0.01260759058
943	0.01258839027
944	0.01256677951
945	0.01254390774
946	0.01253362984
947	0.01251931935
948	0.01250234545
949	0.01248221266
950	0.01247500544
951	0.01245425894
952	0.01243820688
953	0.0124215218
954	0.01240148918
955	0.01238334645
956	0.01235535719
957	0.01233235395
958	0.01231139974
959	0.01229470551
960	0.01227045704
961	0.01225208734
962	0.01222932551
963	0.01220597521
964	0.01219287067
965	0.01217016137
966	0.01214986685
967	0.01213017154
968	0.01210861272
969	0.01208579232
970	0.01208329756
971	0.01206991087
972	0.01203936231
973	0.01201684834
974	0.01200406235
975	0.01197858663
976	0.01196677885
977	0.01194515655
978	0.01194420615
979	0.01192478255
980	0.0119009835
981	0.01188129053
982	0.01185793316
983	0.01183854613
984	0.01181789877
985	0.01179772858
986	0.01178523344
987	0.01177677639
988	0.01175538742
989	0.01172750821
990	0.01170234845
991	0.0116839612
992	0.01166404622
993	0.01164891802
994	0.0116240429
995	0.01160944412
996	0.01159884053
997	0.01157867488
998	0.01156716042
999	0.01156060576
